district,reg_voters,total_votes,total_votes_percent,valid_votes,received_station,received_station_total,candidate,candidate_votes,candidate_votes_percent
KALANGALA,35465,19741,55.66,18741,90,90,KYAGULANYI SSENTAMU ROBERT,13121,70.01
KALANGALA,35465,19741,55.66,18741,90,90,MAO NORBERT,40,0.21
KALANGALA,35465,19741,55.66,18741,90,90,MAYAMBALA WILLY,5,0.03
KALANGALA,35465,19741,55.66,18741,90,90,MUGISHA MUNTU GREGG,35,0.19
KALANGALA,35465,19741,55.66,18741,90,90,MWESIGYE FRED,16,0.09
KALANGALA,35465,19741,55.66,18741,90,90,TUMUKUNDE HENRY KAKURUGU,35,0.19
KALANGALA,35465,19741,55.66,18741,90,90,YOWERI MUSEVENI TIBUHABURWA KAGUTA,5275,28.15
KALANGALA,35465,19741,55.66,18741,90,90,Invalid Votes,1000,5.07
KALIRO,109466,70504,64.41,67410,259,259,AMURIAT OBOI PATRICK,728,1.08
KALIRO,109466,70504,64.41,67410,259,259,KABULETA KIIZA JOSEPH,126,0.19
KALIRO,109466,70504,64.41,67410,259,259,KALEMBE NANCY LINDA,457,0.68
KALIRO,109466,70504,64.41,67410,259,259,KATUMBA JOHN,121,0.18
KALIRO,109466,70504,64.41,67410,259,259,KYAGULANYI SSENTAMU ROBERT,27032,40.1
KALIRO,109466,70504,64.41,67410,259,259,MAO NORBERT,122,0.18
KALIRO,109466,70504,64.41,67410,259,259,MAYAMBALA WILLY,34,0.05
KALIRO,109466,70504,64.41,67410,259,259,MUGISHA MUNTU GREGG,124,0.18
KALIRO,109466,70504,64.41,67410,259,259,MWESIGYE FRED,247,0.37
KALIRO,109466,70504,64.41,67410,259,259,TUMUKUNDE HENRY KAKURUGU,230,0.34
KALIRO,109466,70504,64.41,67410,259,259,YOWERI MUSEVENI TIBUHABURWA KAGUTA,38189,56.65
KALIRO,109466,70504,64.41,67410,259,259,Invalid Votes,3094,4.39
KALUNGU,88687,56777,64.02,55390,188,188,AMURIAT OBOI PATRICK,119,0.21
KALUNGU,88687,56777,64.02,55390,188,188,KABULETA KIIZA JOSEPH,33,0.06
KALUNGU,88687,56777,64.02,55390,188,188,KALEMBE NANCY LINDA,51,0.09
KALUNGU,88687,56777,64.02,55390,188,188,KATUMBA JOHN,81,0.15
KALUNGU,88687,56777,64.02,55390,188,188,KYAGULANYI SSENTAMU ROBERT,38352,69.24
KALUNGU,88687,56777,64.02,55390,188,188,MAO NORBERT,120,0.22
KALUNGU,88687,56777,64.02,55390,188,188,MAYAMBALA WILLY,25,0.05
KALUNGU,88687,56777,64.02,55390,188,188,MUGISHA MUNTU GREGG,97,0.18
KALUNGU,88687,56777,64.02,55390,188,188,MWESIGYE FRED,41,0.07
KALUNGU,88687,56777,64.02,55390,188,188,TUMUKUNDE HENRY KAKURUGU,94,0.17
KALUNGU,88687,56777,64.02,55390,188,188,YOWERI MUSEVENI TIBUHABURWA KAGUTA,16377,29.57
KALUNGU,88687,56777,64.02,55390,188,188,Invalid Votes,1387,2.44
KAMPALA,1280409,550604,43,537980,1400,1423,AMURIAT OBOI PATRICK,6608,1.23
KAMPALA,1280409,550604,43,537980,1400,1423,KABULETA KIIZA JOSEPH,1441,0.27
KAMPALA,1280409,550604,43,537980,1400,1423,KALEMBE NANCY LINDA,897,0.17
KAMPALA,1280409,550604,43,537980,1400,1423,KATUMBA JOHN,1698,0.32
KAMPALA,1280409,550604,43,537980,1400,1423,KYAGULANYI SSENTAMU ROBERT,391787,72.83
KAMPALA,1280409,550604,43,537980,1400,1423,MAO NORBERT,1372,0.26
KAMPALA,1280409,550604,43,537980,1400,1423,MAYAMBALA WILLY,89,0.02
KAMPALA,1280409,550604,43,537980,1400,1423,MUGISHA MUNTU GREGG,4795,0.89
KAMPALA,1280409,550604,43,537980,1400,1423,MWESIGYE FRED,202,0.04
KAMPALA,1280409,550604,43,537980,1400,1423,TUMUKUNDE HENRY KAKURUGU,433,0.08
KAMPALA,1280409,550604,43,537980,1400,1423,YOWERI MUSEVENI TIBUHABURWA KAGUTA,128658,23.92
KAMPALA,1280409,550604,43,537980,1400,1423,Invalid Votes,12624,2.29
KAMULI,236917,133730,56.45,127831,456,456,AMURIAT OBOI PATRICK,1129,0.88
KAMULI,236917,133730,56.45,127831,456,456,KABULETA KIIZA JOSEPH,309,0.24
KAMULI,236917,133730,56.45,127831,456,456,KALEMBE NANCY LINDA,1112,0.87
KAMULI,236917,133730,56.45,127831,456,456,KATUMBA JOHN,377,0.29
KAMULI,236917,133730,56.45,127831,456,456,KYAGULANYI SSENTAMU ROBERT,65774,51.45
KAMULI,236917,133730,56.45,127831,456,456,MAO NORBERT,239,0.19
KAMULI,236917,133730,56.45,127831,456,456,MAYAMBALA WILLY,119,0.09
KAMULI,236917,133730,56.45,127831,456,456,MUGISHA MUNTU GREGG,487,0.38
KAMULI,236917,133730,56.45,127831,456,456,MWESIGYE FRED,275,0.22
KAMULI,236917,133730,56.45,127831,456,456,TUMUKUNDE HENRY KAKURUGU,540,0.42
KAMULI,236917,133730,56.45,127831,456,456,YOWERI MUSEVENI TIBUHABURWA KAGUTA,57470,44.96
KAMULI,236917,133730,56.45,127831,456,456,Invalid Votes,5899,4.41
KAMWENGE,117466,91749,78.11,90662,250,250,AMURIAT OBOI PATRICK,386,0.43
KAMWENGE,117466,91749,78.11,90662,250,250,KABULETA KIIZA JOSEPH,41,0.05
KAMWENGE,117466,91749,78.11,90662,250,250,KALEMBE NANCY LINDA,82,0.09
KAMWENGE,117466,91749,78.11,90662,250,250,KATUMBA JOHN,149,0.16
KAMWENGE,117466,91749,78.11,90662,250,250,KYAGULANYI SSENTAMU ROBERT,3969,4.38
KAMWENGE,117466,91749,78.11,90662,250,250,MAO NORBERT,41,0.05
KAMWENGE,117466,91749,78.11,90662,250,250,MAYAMBALA WILLY,38,0.04
KAMWENGE,117466,91749,78.11,90662,250,250,MUGISHA MUNTU GREGG,517,0.57
KAMWENGE,117466,91749,78.11,90662,250,250,MWESIGYE FRED,90,0.1
KAMWENGE,117466,91749,78.11,90662,250,250,TUMUKUNDE HENRY KAKURUGU,108,0.12
KAMWENGE,117466,91749,78.11,90662,250,250,YOWERI MUSEVENI TIBUHABURWA KAGUTA,85241,94.02
KAMWENGE,117466,91749,78.11,90662,250,250,Invalid Votes,1087,1.18
KANUNGU,146064,88295,60.45,85691,309,309,AMURIAT OBOI PATRICK,3682,4.3
KANUNGU,146064,88295,60.45,85691,309,309,KABULETA KIIZA JOSEPH,193,0.23
KANUNGU,146064,88295,60.45,85691,309,309,KALEMBE NANCY LINDA,241,0.28
KANUNGU,146064,88295,60.45,85691,309,309,KATUMBA JOHN,755,0.88
KANUNGU,146064,88295,60.45,85691,309,309,KYAGULANYI SSENTAMU ROBERT,6722,7.84
KANUNGU,146064,88295,60.45,85691,309,309,MAO NORBERT,108,0.13
KANUNGU,146064,88295,60.45,85691,309,309,MAYAMBALA WILLY,62,0.07
KANUNGU,146064,88295,60.45,85691,309,309,MUGISHA MUNTU GREGG,812,0.95
KANUNGU,146064,88295,60.45,85691,309,309,MWESIGYE FRED,218,0.25
KANUNGU,146064,88295,60.45,85691,309,309,TUMUKUNDE HENRY KAKURUGU,772,0.9
KANUNGU,146064,88295,60.45,85691,309,309,YOWERI MUSEVENI TIBUHABURWA KAGUTA,72126,84.17
KANUNGU,146064,88295,60.45,85691,309,309,Invalid Votes,2604,2.95
KAPCHORWA,56051,40487,72.23,39466,143,143,AMURIAT OBOI PATRICK,597,1.51
KAPCHORWA,56051,40487,72.23,39466,143,143,KABULETA KIIZA JOSEPH,65,0.16
KAPCHORWA,56051,40487,72.23,39466,143,143,KALEMBE NANCY LINDA,118,0.3
KAPCHORWA,56051,40487,72.23,39466,143,143,KATUMBA JOHN,83,0.21
KAPCHORWA,56051,40487,72.23,39466,143,143,KYAGULANYI SSENTAMU ROBERT,7542,19.11
KAPCHORWA,56051,40487,72.23,39466,143,143,MAO NORBERT,144,0.36
KAPCHORWA,56051,40487,72.23,39466,143,143,MAYAMBALA WILLY,56,0.14
KAPCHORWA,56051,40487,72.23,39466,143,143,MUGISHA MUNTU GREGG,97,0.25
KAPCHORWA,56051,40487,72.23,39466,143,143,MWESIGYE FRED,72,0.18
KAPCHORWA,56051,40487,72.23,39466,143,143,TUMUKUNDE HENRY KAKURUGU,102,0.26
KAPCHORWA,56051,40487,72.23,39466,143,143,YOWERI MUSEVENI TIBUHABURWA KAGUTA,30590,77.51
KAPCHORWA,56051,40487,72.23,39466,143,143,Invalid Votes,1021,2.52
KAPELEBYONG,39629,27428,69.21,25776,126,126,AMURIAT OBOI PATRICK,6121,23.75
KAPELEBYONG,39629,27428,69.21,25776,126,126,KABULETA KIIZA JOSEPH,174,0.68
KAPELEBYONG,39629,27428,69.21,25776,126,126,KALEMBE NANCY LINDA,141,0.55
KAPELEBYONG,39629,27428,69.21,25776,126,126,KATUMBA JOHN,38,0.15
KAPELEBYONG,39629,27428,69.21,25776,126,126,KYAGULANYI SSENTAMU ROBERT,1387,5.38
KAPELEBYONG,39629,27428,69.21,25776,126,126,MAO NORBERT,68,0.26
KAPELEBYONG,39629,27428,69.21,25776,126,126,MAYAMBALA WILLY,37,0.14
KAPELEBYONG,39629,27428,69.21,25776,126,126,MUGISHA MUNTU GREGG,77,0.3
KAPELEBYONG,39629,27428,69.21,25776,126,126,MWESIGYE FRED,85,0.33
KAPELEBYONG,39629,27428,69.21,25776,126,126,TUMUKUNDE HENRY KAKURUGU,119,0.46
KAPELEBYONG,39629,27428,69.21,25776,126,126,YOWERI MUSEVENI TIBUHABURWA KAGUTA,17529,68.01
KAPELEBYONG,39629,27428,69.21,25776,126,126,Invalid Votes,1652,6.02
KARENGA,18035,14830,82.23,14157,53,53,AMURIAT OBOI PATRICK,107,0.76
KARENGA,18035,14830,82.23,14157,53,53,KABULETA KIIZA JOSEPH,75,0.53
KARENGA,18035,14830,82.23,14157,53,53,KALEMBE NANCY LINDA,37,0.26
KARENGA,18035,14830,82.23,14157,53,53,KATUMBA JOHN,32,0.23
KARENGA,18035,14830,82.23,14157,53,53,KYAGULANYI SSENTAMU ROBERT,751,5.3
KARENGA,18035,14830,82.23,14157,53,53,MAO NORBERT,49,0.35
KARENGA,18035,14830,82.23,14157,53,53,MAYAMBALA WILLY,54,0.38
KARENGA,18035,14830,82.23,14157,53,53,MUGISHA MUNTU GREGG,30,0.21
KARENGA,18035,14830,82.23,14157,53,53,MWESIGYE FRED,25,0.18
KARENGA,18035,14830,82.23,14157,53,53,TUMUKUNDE HENRY KAKURUGU,178,1.26
KARENGA,18035,14830,82.23,14157,53,53,YOWERI MUSEVENI TIBUHABURWA KAGUTA,12819,90.55
KARENGA,18035,14830,82.23,14157,53,53,Invalid Votes,673,4.54
KASESE,384058,234004,60.93,227322,684,684,AMURIAT OBOI PATRICK,9406,4.14
KASESE,384058,234004,60.93,227322,684,684,KABULETA KIIZA JOSEPH,626,0.28
KASESE,384058,234004,60.93,227322,684,684,KALEMBE NANCY LINDA,565,0.25
KASESE,384058,234004,60.93,227322,684,684,KATUMBA JOHN,650,0.29
KASESE,384058,234004,60.93,227322,684,684,KYAGULANYI SSENTAMU ROBERT,102384,45.04
KASESE,384058,234004,60.93,227322,684,684,MAO NORBERT,641,0.28
KASESE,384058,234004,60.93,227322,684,684,MAYAMBALA WILLY,170,0.07
KASESE,384058,234004,60.93,227322,684,684,MUGISHA MUNTU GREGG,1527,0.67
KASESE,384058,234004,60.93,227322,684,684,MWESIGYE FRED,796,0.35
KASESE,384058,234004,60.93,227322,684,684,TUMUKUNDE HENRY KAKURUGU,1282,0.56
KASESE,384058,234004,60.93,227322,684,684,YOWERI MUSEVENI TIBUHABURWA KAGUTA,109275,48.07
KASESE,384058,234004,60.93,227322,684,684,Invalid Votes,6682,2.86
KASSANDA,134798,86864,64.44,83374,300,300,AMURIAT OBOI PATRICK,183,0.22
KASSANDA,134798,86864,64.44,83374,300,300,KABULETA KIIZA JOSEPH,77,0.09
KASSANDA,134798,86864,64.44,83374,300,300,KALEMBE NANCY LINDA,78,0.09
KASSANDA,134798,86864,64.44,83374,300,300,KATUMBA JOHN,133,0.16
KASSANDA,134798,86864,64.44,83374,300,300,KYAGULANYI SSENTAMU ROBERT,44990,53.96
KASSANDA,134798,86864,64.44,83374,300,300,MAO NORBERT,142,0.17
KASSANDA,134798,86864,64.44,83374,300,300,MAYAMBALA WILLY,23,0.03
KASSANDA,134798,86864,64.44,83374,300,300,MUGISHA MUNTU GREGG,178,0.21
KASSANDA,134798,86864,64.44,83374,300,300,MWESIGYE FRED,112,0.13
KASSANDA,134798,86864,64.44,83374,300,300,TUMUKUNDE HENRY KAKURUGU,193,0.23
KASSANDA,134798,86864,64.44,83374,300,300,YOWERI MUSEVENI TIBUHABURWA KAGUTA,37265,44.7
KASSANDA,134798,86864,64.44,83374,300,300,Invalid Votes,3490,4.02
KATAKWI,83162,56246,67.63,56246,193,193,AMURIAT OBOI PATRICK,11710,20.82
KATAKWI,83162,56246,67.63,56246,193,193,KABULETA KIIZA JOSEPH,414,0.74
KATAKWI,83162,56246,67.63,56246,193,193,KALEMBE NANCY LINDA,185,0.33
KATAKWI,83162,56246,67.63,56246,193,193,KATUMBA JOHN,105,0.19
KATAKWI,83162,56246,67.63,56246,193,193,KYAGULANYI SSENTAMU ROBERT,2108,3.75
KATAKWI,83162,56246,67.63,56246,193,193,MAO NORBERT,150,0.27
KATAKWI,83162,56246,67.63,56246,193,193,MAYAMBALA WILLY,52,0.09
KATAKWI,83162,56246,67.63,56246,193,193,MUGISHA MUNTU GREGG,254,0.45
KATAKWI,83162,56246,67.63,56246,193,193,MWESIGYE FRED,201,0.36
KATAKWI,83162,56246,67.63,56246,193,193,TUMUKUNDE HENRY KAKURUGU,290,0.52
KATAKWI,83162,56246,67.63,56246,193,193,YOWERI MUSEVENI TIBUHABURWA KAGUTA,40777,72.5
KATAKWI,83162,56246,67.63,56246,193,193,Invalid Votes,0,0
KAYUNGA,190977,107010,56.03,102503,338,338,AMURIAT OBOI PATRICK,571,0.56
KAYUNGA,190977,107010,56.03,102503,338,338,KABULETA KIIZA JOSEPH,234,0.23
KAYUNGA,190977,107010,56.03,102503,338,338,KALEMBE NANCY LINDA,345,0.34
KAYUNGA,190977,107010,56.03,102503,338,338,KATUMBA JOHN,226,0.22
KAYUNGA,190977,107010,56.03,102503,338,338,KYAGULANYI SSENTAMU ROBERT,64172,62.6
KAYUNGA,190977,107010,56.03,102503,338,338,MAO NORBERT,180,0.18
KAYUNGA,190977,107010,56.03,102503,338,338,MAYAMBALA WILLY,103,0.1
KAYUNGA,190977,107010,56.03,102503,338,338,MUGISHA MUNTU GREGG,294,0.29
KAYUNGA,190977,107010,56.03,102503,338,338,MWESIGYE FRED,197,0.19
KAYUNGA,190977,107010,56.03,102503,338,338,TUMUKUNDE HENRY KAKURUGU,300,0.29
KAYUNGA,190977,107010,56.03,102503,338,338,YOWERI MUSEVENI TIBUHABURWA KAGUTA,35881,35
KAYUNGA,190977,107010,56.03,102503,338,338,Invalid Votes,4507,4.21
KAZO,92843,75581,81.41,74503,206,206,AMURIAT OBOI PATRICK,157,0.21
KAZO,92843,75581,81.41,74503,206,206,KABULETA KIIZA JOSEPH,24,0.03
KAZO,92843,75581,81.41,74503,206,206,KALEMBE NANCY LINDA,20,0.03
KAZO,92843,75581,81.41,74503,206,206,KATUMBA JOHN,53,0.07
KAZO,92843,75581,81.41,74503,206,206,KYAGULANYI SSENTAMU ROBERT,879,1.18
KAZO,92843,75581,81.41,74503,206,206,MAO NORBERT,13,0.02
KAZO,92843,75581,81.41,74503,206,206,MAYAMBALA WILLY,2,0
KAZO,92843,75581,81.41,74503,206,206,MUGISHA MUNTU GREGG,231,0.31
KAZO,92843,75581,81.41,74503,206,206,MWESIGYE FRED,20,0.03
KAZO,92843,75581,81.41,74503,206,206,TUMUKUNDE HENRY KAKURUGU,61,0.08
KAZO,92843,75581,81.41,74503,206,206,YOWERI MUSEVENI TIBUHABURWA KAGUTA,73043,98.04
KAZO,92843,75581,81.41,74503,206,206,Invalid Votes,1078,1.43
KIBAALE,68857,43721,63.5,42227,156,156,AMURIAT OBOI PATRICK,129,0.31
KIBAALE,68857,43721,63.5,42227,156,156,KABULETA KIIZA JOSEPH,364,0.86
KIBAALE,68857,43721,63.5,42227,156,156,KALEMBE NANCY LINDA,56,0.13
KIBAALE,68857,43721,63.5,42227,156,156,KATUMBA JOHN,71,0.17
KIBAALE,68857,43721,63.5,42227,156,156,KYAGULANYI SSENTAMU ROBERT,5429,12.86
KIBAALE,68857,43721,63.5,42227,156,156,MAO NORBERT,35,0.08
KIBAALE,68857,43721,63.5,42227,156,156,MAYAMBALA WILLY,20,0.05
KIBAALE,68857,43721,63.5,42227,156,156,MUGISHA MUNTU GREGG,168,0.4
KIBAALE,68857,43721,63.5,42227,156,156,MWESIGYE FRED,47,0.11
KIBAALE,68857,43721,63.5,42227,156,156,TUMUKUNDE HENRY KAKURUGU,104,0.25
KIBAALE,68857,43721,63.5,42227,156,156,YOWERI MUSEVENI TIBUHABURWA KAGUTA,35804,84.79
KIBAALE,68857,43721,63.5,42227,156,156,Invalid Votes,1494,3.42
KIBOGA,81434,50629,62.17,48577,171,171,AMURIAT OBOI PATRICK,107,0.22
KIBOGA,81434,50629,62.17,48577,171,171,KABULETA KIIZA JOSEPH,47,0.1
KIBOGA,81434,50629,62.17,48577,171,171,KALEMBE NANCY LINDA,67,0.14
KIBOGA,81434,50629,62.17,48577,171,171,KATUMBA JOHN,78,0.16
KIBOGA,81434,50629,62.17,48577,171,171,KYAGULANYI SSENTAMU ROBERT,23764,48.92
KIBOGA,81434,50629,62.17,48577,171,171,MAO NORBERT,57,0.12
KIBOGA,81434,50629,62.17,48577,171,171,MAYAMBALA WILLY,10,0.02
KIBOGA,81434,50629,62.17,48577,171,171,MUGISHA MUNTU GREGG,81,0.17
KIBOGA,81434,50629,62.17,48577,171,171,MWESIGYE FRED,44,0.09
KIBOGA,81434,50629,62.17,48577,171,171,TUMUKUNDE HENRY KAKURUGU,68,0.14
KIBOGA,81434,50629,62.17,48577,171,171,YOWERI MUSEVENI TIBUHABURWA KAGUTA,24254,49.93
KIBOGA,81434,50629,62.17,48577,171,171,Invalid Votes,2052,4.05
KIBUKU,91971,60660,65.96,59246,194,194,AMURIAT OBOI PATRICK,549,0.93
KIBUKU,91971,60660,65.96,59246,194,194,KABULETA KIIZA JOSEPH,66,0.11
KIBUKU,91971,60660,65.96,59246,194,194,KALEMBE NANCY LINDA,169,0.29
KIBUKU,91971,60660,65.96,59246,194,194,KATUMBA JOHN,102,0.17
KIBUKU,91971,60660,65.96,59246,194,194,KYAGULANYI SSENTAMU ROBERT,23624,39.87
KIBUKU,91971,60660,65.96,59246,194,194,MAO NORBERT,79,0.13
KIBUKU,91971,60660,65.96,59246,194,194,MAYAMBALA WILLY,45,0.08
KIBUKU,91971,60660,65.96,59246,194,194,MUGISHA MUNTU GREGG,188,0.32
KIBUKU,91971,60660,65.96,59246,194,194,MWESIGYE FRED,131,0.22
KIBUKU,91971,60660,65.96,59246,194,194,TUMUKUNDE HENRY KAKURUGU,215,0.36
KIBUKU,91971,60660,65.96,59246,194,194,YOWERI MUSEVENI TIBUHABURWA KAGUTA,34078,57.52
KIBUKU,91971,60660,65.96,59246,194,194,Invalid Votes,1414,2.33
KIKUUBE,112825,67086,59.46,63840,204,204,AMURIAT OBOI PATRICK,360,0.56
KIKUUBE,112825,67086,59.46,63840,204,204,KABULETA KIIZA JOSEPH,2210,3.46
KIKUUBE,112825,67086,59.46,63840,204,204,KALEMBE NANCY LINDA,133,0.21
KIKUUBE,112825,67086,59.46,63840,204,204,KATUMBA JOHN,124,0.19
KIKUUBE,112825,67086,59.46,63840,204,204,KYAGULANYI SSENTAMU ROBERT,10771,16.87
KIKUUBE,112825,67086,59.46,63840,204,204,MAO NORBERT,72,0.11
KIKUUBE,112825,67086,59.46,63840,204,204,MAYAMBALA WILLY,22,0.03
KIKUUBE,112825,67086,59.46,63840,204,204,MUGISHA MUNTU GREGG,271,0.42
KIKUUBE,112825,67086,59.46,63840,204,204,MWESIGYE FRED,115,0.18
KIKUUBE,112825,67086,59.46,63840,204,204,TUMUKUNDE HENRY KAKURUGU,272,0.43
KIKUUBE,112825,67086,59.46,63840,204,204,YOWERI MUSEVENI TIBUHABURWA KAGUTA,49490,77.52
KIKUUBE,112825,67086,59.46,63840,204,204,Invalid Votes,3246,4.84
KIRUHURA,81891,76743,93.71,76432,189,189,AMURIAT OBOI PATRICK,78,0.1
KIRUHURA,81891,76743,93.71,76432,189,189,KABULETA KIIZA JOSEPH,1,0
KIRUHURA,81891,76743,93.71,76432,189,189,KALEMBE NANCY LINDA,16,0.02
KIRUHURA,81891,76743,93.71,76432,189,189,KATUMBA JOHN,31,0.04
KIRUHURA,81891,76743,93.71,76432,189,189,KYAGULANYI SSENTAMU ROBERT,616,0.81
KIRUHURA,81891,76743,93.71,76432,189,189,MAO NORBERT,7,0.01
KIRUHURA,81891,76743,93.71,76432,189,189,MAYAMBALA WILLY,1,0
KIRUHURA,81891,76743,93.71,76432,189,189,MUGISHA MUNTU GREGG,155,0.2
KIRUHURA,81891,76743,93.71,76432,189,189,MWESIGYE FRED,8,0.01
KIRUHURA,81891,76743,93.71,76432,189,189,TUMUKUNDE HENRY KAKURUGU,36,0.05
KIRUHURA,81891,76743,93.71,76432,189,189,YOWERI MUSEVENI TIBUHABURWA KAGUTA,75483,98.76
KIRUHURA,81891,76743,93.71,76432,189,189,Invalid Votes,311,0.41
KIRYANDONGO,125685,59693,47.49,55031,244,244,AMURIAT OBOI PATRICK,894,1.62
KIRYANDONGO,125685,59693,47.49,55031,244,244,KABULETA KIIZA JOSEPH,492,0.89
KIRYANDONGO,125685,59693,47.49,55031,244,244,KALEMBE NANCY LINDA,175,0.32
KIRYANDONGO,125685,59693,47.49,55031,244,244,KATUMBA JOHN,150,0.27
KIRYANDONGO,125685,59693,47.49,55031,244,244,KYAGULANYI SSENTAMU ROBERT,13893,25.25
KIRYANDONGO,125685,59693,47.49,55031,244,244,MAO NORBERT,527,0.96
KIRYANDONGO,125685,59693,47.49,55031,244,244,MAYAMBALA WILLY,67,0.12
KIRYANDONGO,125685,59693,47.49,55031,244,244,MUGISHA MUNTU GREGG,258,0.47
KIRYANDONGO,125685,59693,47.49,55031,244,244,MWESIGYE FRED,204,0.37
KIRYANDONGO,125685,59693,47.49,55031,244,244,TUMUKUNDE HENRY KAKURUGU,288,0.52
KIRYANDONGO,125685,59693,47.49,55031,244,244,YOWERI MUSEVENI TIBUHABURWA KAGUTA,38083,69.2
KIRYANDONGO,125685,59693,47.49,55031,244,244,Invalid Votes,4662,7.81
KISORO,158552,112014,70.65,109032,320,320,AMURIAT OBOI PATRICK,701,0.64
KISORO,158552,112014,70.65,109032,320,320,KABULETA KIIZA JOSEPH,227,0.21
KISORO,158552,112014,70.65,109032,320,320,KALEMBE NANCY LINDA,92,0.08
KISORO,158552,112014,70.65,109032,320,320,KATUMBA JOHN,250,0.23
KISORO,158552,112014,70.65,109032,320,320,KYAGULANYI SSENTAMU ROBERT,7241,6.64
KISORO,158552,112014,70.65,109032,320,320,MAO NORBERT,108,0.1
KISORO,158552,112014,70.65,109032,320,320,MAYAMBALA WILLY,31,0.03
KISORO,158552,112014,70.65,109032,320,320,MUGISHA MUNTU GREGG,1221,1.12
KISORO,158552,112014,70.65,109032,320,320,MWESIGYE FRED,212,0.19
KISORO,158552,112014,70.65,109032,320,320,TUMUKUNDE HENRY KAKURUGU,255,0.23
KISORO,158552,112014,70.65,109032,320,320,YOWERI MUSEVENI TIBUHABURWA KAGUTA,98694,90.52
KISORO,158552,112014,70.65,109032,320,320,Invalid Votes,2982,2.66
KITAGWENDA,76037,47861,62.94,46670,168,168,AMURIAT OBOI PATRICK,459,0.98
KITAGWENDA,76037,47861,62.94,46670,168,168,KABULETA KIIZA JOSEPH,67,0.14
KITAGWENDA,76037,47861,62.94,46670,168,168,KALEMBE NANCY LINDA,178,0.38
KITAGWENDA,76037,47861,62.94,46670,168,168,KATUMBA JOHN,113,0.24
KITAGWENDA,76037,47861,62.94,46670,168,168,KYAGULANYI SSENTAMU ROBERT,4488,9.62
KITAGWENDA,76037,47861,62.94,46670,168,168,MAO NORBERT,54,0.12
KITAGWENDA,76037,47861,62.94,46670,168,168,MAYAMBALA WILLY,19,0.04
KITAGWENDA,76037,47861,62.94,46670,168,168,MUGISHA MUNTU GREGG,617,1.32
KITAGWENDA,76037,47861,62.94,46670,168,168,MWESIGYE FRED,87,0.19
KITAGWENDA,76037,47861,62.94,46670,168,168,TUMUKUNDE HENRY KAKURUGU,171,0.37
KITAGWENDA,76037,47861,62.94,46670,168,168,YOWERI MUSEVENI TIBUHABURWA KAGUTA,40417,86.6
KITAGWENDA,76037,47861,62.94,46670,168,168,Invalid Votes,1191,2.49
KITGUM,99234,55439,55.87,50980,198,198,AMURIAT OBOI PATRICK,2561,5.02
KITGUM,99234,55439,55.87,50980,198,198,KABULETA KIIZA JOSEPH,606,1.19
KITGUM,99234,55439,55.87,50980,198,198,KALEMBE NANCY LINDA,459,0.9
KITGUM,99234,55439,55.87,50980,198,198,KATUMBA JOHN,294,0.58
KITGUM,99234,55439,55.87,50980,198,198,KYAGULANYI SSENTAMU ROBERT,14869,29.17
KITGUM,99234,55439,55.87,50980,198,198,MAO NORBERT,3322,6.52
KITGUM,99234,55439,55.87,50980,198,198,MAYAMBALA WILLY,500,0.98
KITGUM,99234,55439,55.87,50980,198,198,MUGISHA MUNTU GREGG,582,1.14
KITGUM,99234,55439,55.87,50980,198,198,MWESIGYE FRED,336,0.66
KITGUM,99234,55439,55.87,50980,198,198,TUMUKUNDE HENRY KAKURUGU,571,1.12
KITGUM,99234,55439,55.87,50980,198,198,YOWERI MUSEVENI TIBUHABURWA KAGUTA,26880,52.73
KITGUM,99234,55439,55.87,50980,198,198,Invalid Votes,4459,8.04
KOBOKO,92845,50839,54.76,47906,190,190,AMURIAT OBOI PATRICK,545,1.14
KOBOKO,92845,50839,54.76,47906,190,190,KABULETA KIIZA JOSEPH,322,0.67
KOBOKO,92845,50839,54.76,47906,190,190,KALEMBE NANCY LINDA,247,0.52
KOBOKO,92845,50839,54.76,47906,190,190,KATUMBA JOHN,149,0.31
KOBOKO,92845,50839,54.76,47906,190,190,KYAGULANYI SSENTAMU ROBERT,10719,22.38
KOBOKO,92845,50839,54.76,47906,190,190,MAO NORBERT,247,0.52
KOBOKO,92845,50839,54.76,47906,190,190,MAYAMBALA WILLY,215,0.45
KOBOKO,92845,50839,54.76,47906,190,190,MUGISHA MUNTU GREGG,342,0.71
KOBOKO,92845,50839,54.76,47906,190,190,MWESIGYE FRED,155,0.32
KOBOKO,92845,50839,54.76,47906,190,190,TUMUKUNDE HENRY KAKURUGU,555,1.16
KOBOKO,92845,50839,54.76,47906,190,190,YOWERI MUSEVENI TIBUHABURWA KAGUTA,34410,71.83
KOBOKO,92845,50839,54.76,47906,190,190,Invalid Votes,2933,5.77
KOLE,119437,70175,58.75,66978,224,225,AMURIAT OBOI PATRICK,938,1.4
KOLE,119437,70175,58.75,66978,224,225,KABULETA KIIZA JOSEPH,510,0.76
KOLE,119437,70175,58.75,66978,224,225,KALEMBE NANCY LINDA,373,0.56
KOLE,119437,70175,58.75,66978,224,225,KATUMBA JOHN,371,0.55
KOLE,119437,70175,58.75,66978,224,225,KYAGULANYI SSENTAMU ROBERT,15937,23.79
KOLE,119437,70175,58.75,66978,224,225,MAO NORBERT,468,0.7
KOLE,119437,70175,58.75,66978,224,225,MAYAMBALA WILLY,141,0.21
